author,publisher,title,url,year,abstract,session,pdf_url,openreview_url
"['Vladimir Malinovskii', 'Denis Mazur', 'Ivan Ilin', 'Denis Kuznedelev', 'Konstantin Burlachenko', 'Kai Yi', 'Dan Alistarh', 'Peter Richtarik']",NeurIPS,PV-Tuning_ Beyond Straight-Through Estimation for Extreme LLM Compression,https://neurips.cc/virtual/2024/oral/97970,2024," There has been significant interest in ""extreme"" compression of large language models (LLMs), i.e. to 1-2 bits per parameter, which allows such models to be executed efficiently on resource-constrained devices.  Existing work focused on improved one-shot quantization techniques and weight representations; yet, purely post-training  approaches are reaching diminishing returns in terms of the accuracy-vs-bit-width trade-off. State-of-the-art quantization methods such as QuIP# and AQLM include fine-tuning (part of) the compressed parameters over a limited amount of calibration data; however, such fine-tuning techniques over compressed weights often make exclusive use of straight-through estimators (STE), whose performance is not well-understood in this setting. In this work, we question the use of STE for extreme LLM compression, showing that it can be sub-optimal, and perform a systematic study of quantization-aware fine-tuning strategies for LLMs.We propose PV-Tuning - a representation-agnostic framework that generalizes and improves upon existing fine-tuning strategies, and provides convergence guarantees in restricted cases.On the practical side, when used for 1-2 bit vector quantization, PV-Tuning outperforms prior techniques for highly-performant models such as Llama and Mistral. Using PV-Tuning, we achieve the first Pareto-optimal quantization for Llama-2 family models at  2 bits per parameter.",Oral Session 3C: Natural Language Processing,https://openreview.net/pdf?id=YvA8UF0I37,https://openreview.net/forum?id=YvA8UF0I37
"['Jingchang Chen', 'Hongxuan Tang', 'Zheng Chu', 'Qianglong Chen', 'Zekun Wang', 'Ming Liu', 'Bing Qin']",NeurIPS,Divide-and-Conquer Meets Consensus_ Unleashing the Power of Functions in Code Generation,https://neurips.cc/virtual/2024/oral/97965,2024," Despite recent progress made by large language models in code generation, they still struggle with programs that meet complex requirements. Recent work utilizes plan-and-solve decomposition to decrease the complexity and leverage self-tests to refine the generated program. Yet, planning deep-inside requirements in advance can be challenging, and the tests need to be accurate to accomplish self-improvement. To this end, we propose FunCoder, a code generation framework incorporating the divide-and-conquer strategy with functional consensus. Specifically, FunCoder recursively branches off sub-functions as smaller goals during code generation, represented by a tree hierarchy. These sub-functions are then composited to attain more complex objectives. Additionally, we designate functions via a consensus formed by identifying similarities in program behavior, mitigating error propagation. FunCoder outperforms state-of-the-art methods by +9.8% on average in HumanEval, MBPP, xCodeEval and MATH with GPT-3.5 and GPT-4. Moreover, our method demonstrates superiority on smaller models: With FunCoder, StableCode-3b surpasses GPT-3.5 by +18.6% and achieves 97.7% of GPT-4's performance on HumanEval. Further analysis reveals that our proposed dynamic function decomposition is capable of handling complex requirements, and the functional consensus prevails over self-testing in correctness evaluation.",Oral Session 3D: Natural Language Processing,https://openreview.net/pdf?id=cFqAANINgW,https://openreview.net/forum?id=cFqAANINgW
"['Ruiqi Gao', 'Aleksander Holynski', 'Philipp Henzler', 'Arthur Brussee', 'Ricardo Martin Brualla', 'Pratul Srinivasan', 'Jonathan Barron', 'Ben Poole']",NeurIPS,CAT3D_ Create Anything in 3D with Multi-View Diffusion Models,https://neurips.cc/virtual/2024/oral/97975,2024," Advances in 3D reconstruction have enabled high-quality 3D capture, but require a user to collect hundreds to thousands of images to create a 3D scene. We present CAT3D, a method for creating anything in 3D by simulating this real-world capture process with a multi-view diffusion model. Given any number of input images and a set of target novel viewpoints, our model generates highly consistent novel views of a scene. These generated views can be used as input to robust 3D reconstruction techniques to produce 3D representations that can be rendered from any viewpoint in real-time. CAT3D can create entire 3D scenes in as little as one minute, and outperforms existing methods for single image and few-view 3D scene creation.",Oral Session 4B: Diffusion-based Models,https://openreview.net/pdf?id=TFZlFRl9Ks,https://openreview.net/forum?id=TFZlFRl9Ks
"['zhengrui Xu', 'Guan&#x27;an Wang', 'Xiaowen Huang', 'Jitao Sang']",NeurIPS,DenoiseRep_ Denoising Model for Representation Learning,https://neurips.cc/virtual/2024/oral/97982,2024," The denoising model has been proven a powerful generative model but has little exploration of discriminative tasks. Representation learning is important in discriminative tasks, which is defined as ""learning representations (or features) of the data that make it easier to extract useful information when building classifiers or other predictors"" . In this paper, we propose a novel Denoising Model for Representation Learning ( DenoiseRep ) to improve feature discrimination with joint feature extraction and denoising. DenoiseRep views each embedding layer in a backbone as a denoising layer, processing the cascaded embedding layers as if we are recursively denoise features step-by-step. This unifies the frameworks of feature extraction and denoising, where the former progressively embeds features from low-level to high-level, and the latter recursively denoises features step-by-step. After that, DenoiseRep fuses the parameters of feature extraction and denoising layers, and theoretically demonstrates its equivalence before and after the fusion, thus making feature denoising computation-free. DenoiseRep is a label-free algorithm that incrementally improves features but also complementary to the label if available. Experimental results on various discriminative vision tasks, including re-identification (Market-1501, DukeMTMC-reID, MSMT17, CUHK-03, vehicleID), image classification (ImageNet, UB200, Oxford-Pet, Flowers), object detection (COCO), image segmentation (ADE20K) show stability and impressive improvements. We also validate its effectiveness on the CNN (ResNet) and Transformer (ViT, Swin, Vmamda) architectures.","Oral Session 4C: Diffusion-based Models, Mathematics",https://openreview.net/pdf?id=OycU0bAus6,https://openreview.net/forum?id=OycU0bAus6
"['Yulia Rubanova', 'Tatiana Lopez-Guevara', 'Kelsey Allen', 'Will Whitney', 'Kimberly Stachenfeld', 'Tobias Pfaff']",NeurIPS,Learning rigid-body simulators over implicit shapes for large-scale scenes and vision,https://neurips.cc/virtual/2024/oral/97980,2024," Simulating large scenes with many rigid objects is crucial for a variety of applications, such as robotics, engineering, film and video games. Rigid interactions are notoriously hard to model: small changes to the initial state or the simulation parameters can lead to large changes in the final state. Recently, learned simulators based on graph networks (GNNs) were developed as an alternative to hand-designed simulators like MuJoCo and Bullet. They are able to accurately capture dynamics of real objects directly from real-world observations. However, current state-of-the-art learned simulators operate on meshes and scale poorly to scenes with many objects or detailed shapes. Here we present SDF-Sim, the first learned rigid-body simulator designed for scale. We use learned signed-distance functions (SDFs) to represent the object shapes and to speed up distance computation. We design the simulator to leverage SDFs and avoid the fundamental bottleneck of the previous simulators associated with collision detection.For the first time in literature, we demonstrate that we can scale the GNN-based simulators to scenes with hundreds of objects and up to 1.1 million nodes, where mesh-based approaches run out of memory. Finally, we show that SDF-Sim can be applied to real world scenes by extracting SDFs from multi-view images.",Oral Session 5A: Graph Neural Networks,https://openreview.net/pdf?id=QDYts5dYgq,https://openreview.net/forum?id=QDYts5dYgq
"['Junhao Cai', 'Yuji Yang', 'Weihao Yuan', 'Yisheng HE', 'Zilong Dong', 'Liefeng Bo', 'Hui Cheng', 'Qifeng Chen']",NeurIPS,GIC_ Gaussian-Informed Continuum for Physical Property Identification and Simulation,https://neurips.cc/virtual/2024/oral/97976,2024," This paper studies the problem of estimating physical properties (system identification) through visual observations. To facilitate geometry-aware guidance in physical property estimation, we introduce a novel hybrid framework that leverages 3D Gaussian representation to not only capture explicit shapes but also enable the simulated continuum to render object masks as 2D shape surrogates during training. We propose a new dynamic 3D Gaussian framework based on motion factorization to recover the object as 3D Gaussian point sets across different time states. Furthermore, we develop a coarse-to-fine filling strategy to generate the density fields of the object from the Gaussian reconstruction, allowing for the extraction of object continuums along with their surfaces and the integration of Gaussian attributes into these continuum. In addition to the extracted object surfaces, the Gaussian-informed continuum also enables the rendering of object masks during simulations, serving as 2D-shape guidance for physical property estimation. Extensive experimental evaluations demonstrate that our pipeline achieves state-of-the-art performance across multiple benchmarks and metrics. Additionally, we illustrate the effectiveness of the proposed method through real-world demonstrations, showcasing its practical utility. Our project page is at  https://jukgei.github.io/project/gic.",Oral Session 4D: Machine Vision,https://openreview.net/pdf?id=SSCtCq2MH2,https://openreview.net/forum?id=SSCtCq2MH2
"['Dongxiao He', 'Lianze Shan', 'Jitao Zhao', 'Hengrui Zhang', 'Zhen Wang', 'Weixiong Zhang']",NeurIPS,Exploitation of a Latent Mechanism in Graph Contrastive Learning_ Representation Scattering,https://neurips.cc/virtual/2024/oral/97979,2024," Graph Contrastive Learning (GCL) has emerged as a powerful approach for generating graph representations without the need for manual annotation. Most advanced GCL methods fall into three main frameworks: node discrimination, group discrimination, and bootstrapping schemes, all of which achieve comparable performance. However, the underlying mechanisms and factors that contribute to their effectiveness are not yet fully understood. In this paper, we revisit these frameworks and reveal a common mechanism—representation scattering—that significantly enhances their performance. Our discovery highlights an essential feature of GCL and unifies these seemingly disparate methods under the concept of representation scattering. To leverage this insight, we introduce Scattering Graph Representation Learning (SGRL), a novel framework that incorporates a new representation scattering mechanism designed to enhance representation diversity through a center-away strategy. Additionally, consider the interconnected nature of graphs, we develop a topology-based constraint  mechanism that integrates graph structural properties with representation scattering to prevent excessive scattering. We extensively evaluate SGRL across various downstream tasks on benchmark datasets, demonstrating its efficacy and superiority over existing GCL methods. Our findings underscore the significance of representation scattering in GCL and provide a structured framework for harnessing this mechanism to advance graph representation learning. The code of SGRL is at https://github.com/hedongxiao-tju/SGRL.","Oral Session 5B: Graph Neural Networks, Causal Inference",https://openreview.net/pdf?id=R8SolCx62K,https://openreview.net/forum?id=R8SolCx62K
"['Haonan Lin', 'Wenbin An', 'Jiahao Wang', 'Yan Chen', 'Feng Tian', 'Mengmeng Wang', 'QianYing Wang', 'Guang Dai', 'Jingdong Wang']",NeurIPS,Flipped Classroom_ Aligning Teacher Attention with Student in Generalized Category Discovery,https://neurips.cc/virtual/2024/oral/97990,2024," Recent advancements have shown promise in applying traditional Semi-Supervised Learning strategies to the task of Generalized Category Discovery (GCD). Typically, this involves a teacher-student framework in which the teacher imparts knowledge to the student to classify categories, even in the absence of explicit labels. Nevertheless, GCD presents unique challenges, particularly the absence of priors for new classes, which can lead to the teacher's misguidance and unsynchronized learning with the student, culminating in suboptimal outcomes. In our work, we delve into why traditional teacher-student designs falter in generalized category discovery as compared to their success in closed-world semi-supervised learning. We identify inconsistent pattern learning as the crux of this issue and introduce FlipClass—a method that dynamically updates the teacher to align with the student's attention, instead of maintaining a static teacher reference. Our teacher-attention-update strategy refines the teacher's focus based on student feedback, promoting consistent pattern recognition and synchronized learning across old and new classes. Extensive experiments on a spectrum of benchmarks affirm that FlipClass significantly surpasses contemporary GCD methods, establishing new standards for the field.",Oral Session 5C: Machine Vision,https://openreview.net/pdf?id=C4NbtYnyQg,https://openreview.net/forum?id=C4NbtYnyQg
"['Zhongchao Yi', 'Zhengyang Zhou', 'Qihe Huang', 'Yanjiang Chen', 'Liheng Yu', 'Xu Wang', 'Yang Wang']",NeurIPS,Get Rid of Isolation_ A Continuous Multi-task Spatio-Temporal Learning Framework,https://neurips.cc/virtual/2024/oral/97948,2024," Spatiotemporal learning has become a pivotal technique to enable urban intelligence. Traditional spatiotemporal models mostly focus on a specific task by assuming a same distribution between training and testing sets. However, given that urban systems are usually dynamic, multi-sourced with imbalanced data distributions, current specific task-specific models fail to generalize to new urban conditions and adapt to new domains without explicitly modeling interdependencies across various dimensions and types of urban data. To this end, we argue that there is an essential to propose a Continuous Multi-task Spatio-Temporal learning framework (CMuST) to empower  collective urban intelligence, which  reforms the urban spatiotemporal learning from single-domain  to cooperatively multi-dimensional and multi-task learning. Specifically, CMuST proposes a new multi-dimensional spatiotemporal interaction network (MSTI) to allow cross-interactions between context and main observations as well as  self-interactions within spatial and temporal aspects  to be  exposed, which is also the core for capturing task-level commonality and personalization. To ensure continuous task learning, a novel Rolling Adaptation training scheme (RoAda) is devised, which not only preserves task uniqueness by constructing data summarization-driven task prompts, but also harnesses correlated patterns among tasks  by iterative model behavior modeling. We further establish a benchmark of three cities for multi-task spatiotemporal learning, and empirically demonstrate the superiority of CMuST via extensive evaluations on these datasets. The impressive improvements on both few-shot streaming data and new domain tasks against existing SOAT methods are achieved. Code is available at https://github.com/DILab-USTCSZ/CMuST.",Oral Session 5D: Machine Learning and Science,https://openreview.net/pdf?id=tnh4LK72yj,https://openreview.net/forum?id=tnh4LK72yj
"['Nicholas Gao', 'Stephan Günnemann']",NeurIPS,Neural Pfaffians_ Solving Many Many-Electron Schrödinger Equations,https://neurips.cc/virtual/2024/oral/97987,2024," Neural wave functions accomplished unprecedented accuracies in approximating the ground state of many-electron systems, though at a high computational cost. Recent works proposed amortizing the cost by learning generalized wave functions across different structures and compounds instead of solving each problem independently. Enforcing the permutation antisymmetry of electrons in such generalized neural wave functions remained challenging as existing methods require discrete orbital selection via non-learnable hand-crafted algorithms. This work tackles the problem by defining overparametrized, fully learnable neural wave functions suitable for generalization across molecules. We achieve this by relying on Pfaffians rather than Slater determinants. The Pfaffian allows us to enforce the antisymmetry on arbitrary electronic systems without any constraint on electronic spin configurations or molecular structure. Our empirical evaluation finds that a single neural Pfaffian calculates the ground state and ionization energies with chemical accuracy across various systems. On the TinyMol dataset, we outperform the `gold-standard' CCSD(T) CBS reference energies by 1.9m$E_h$ and reduce energy errors compared to previous generalized neural wave functions by up to an order of magnitude.","Oral Session 6A: Machine Learning and Science, Safety",https://openreview.net/pdf?id=HRkniCWM3E,https://openreview.net/forum?id=HRkniCWM3E
"['Jiaming Ji', 'Boyuan Chen', 'Hantao Lou', 'Donghai Hong', 'Borong Zhang', 'Xuehai Pan', 'Tianyi (Alex) Qiu', 'Juntao Dai', 'Yaodong Yang']",NeurIPS,Aligner_ Efficient Alignment by Learning to Correct,https://neurips.cc/virtual/2024/oral/97959,2024," With the rapid development of large language models (LLMs) and ever-evolving practical requirements, finding an efficient and effective alignment method has never been more critical. However, the tension between the complexity of current alignment methods and the need for rapid iteration in deployment scenarios necessitates the development of a model-agnostic alignment approach that can operate under these constraints. In this paper, we introduce Aligner, a novel and simple alignment paradigm that learns the correctional residuals between preferred and dispreferred answers using a small model. Designed as a model-agnostic, plug-and-play module, Aligner can be directly applied to various open-source and API-based models with only one-off training, making it suitable for rapid iteration. Notably, Aligner can be applied to any powerful, large-scale upstream models. Moreover, it can even iteratively bootstrap the upstream models using corrected responses as synthetic human preference data, breaking through the model's performance ceiling. Our experiments demonstrate performance improvements by deploying the same Aligner model across 11 different LLMs, evaluated on the 3H dimensions (helpfulness, harmlessness, and honesty). Specifically, Aligner-7B has achieved an average improvement of 68.9% in helpfulness and 22.8% in harmlessness across the tested LLMs while also effectively reducing hallucination. In the Alpaca-Eval leaderboard, stacking Aligner-2B on GPT-4 Turbo improved its LC Win Rate from 55.0% to 58.3%, surpassing GPT-4 Omni's 57.5% Win Rate (community report).","Oral Session 6B: Safety, New Data",https://openreview.net/pdf?id=kq166jACVP,https://openreview.net/forum?id=kq166jACVP
"['Yongzhe Jia', 'Xuyun Zhang', 'Hongsheng Hu', 'Kim-Kwang Raymond Choo', 'Lianyong Qi', 'Xiaolong Xu', 'Amin Beheshti', 'Wanchun Dou']",NeurIPS,DapperFL_ Domain Adaptive Federated Learning with Model Fusion Pruning for Edge Devices,https://neurips.cc/virtual/2024/oral/97981,2024," Federated learning (FL) has emerged as a prominent machine learning paradigm in edge computing environments, enabling edge devices to collaboratively optimize a global model without sharing their private data. However, existing FL frameworks suffer from efficacy deterioration due to the system heterogeneity inherent in edge computing, especially in the presence of domain shifts across local data. In this paper, we propose a heterogeneous FL framework DapperFL, to enhance model performance across multiple domains. In DapperFL, we introduce a dedicated Model Fusion Pruning (MFP) module to produce personalized compact local models for clients to address the system heterogeneity challenges. The MFP module prunes local models with fused knowledge obtained from both local and remaining domains, ensuring robustness to domain shifts. Additionally, we design a Domain Adaptive Regularization (DAR) module to further improve the overall performance of DapperFL. The DAR module employs regularization generated by the pruned model, aiming to learn robust representations across domains. Furthermore, we introduce a specific aggregation algorithm for aggregating heterogeneous local models with tailored architectures and weights. We implement DapperFL on a real-world FL platform with heterogeneous clients. Experimental results on benchmark datasets with multiple domains demonstrate that DapperFL outperforms several state-of-the-art FL frameworks by up to 2.28%, while significantly achieving model volume reductions ranging from 20% to 80%. Our code is available at: https://github.com/jyzgh/DapperFL.","Oral Session 6D: Deep Learning Architecture, Infrastructure",https://openreview.net/pdf?id=Pezt0xttae,https://openreview.net/forum?id=Pezt0xttae
